Date,Close,High,Low,Open,Volume
2022-05-13,1259.5096435546875,1285.5025683117808,1255.2669236853276,1277.7486361043464,8384119
2022-05-16,1272.9205322265625,1279.6504248890624,1253.608806092106,1266.9709618375705,4902178
2022-05-17,1281.6011962890625,1284.5272264175762,1266.1907233213678,1280.2356917503284,8320722
2022-05-18,1281.503662109375,1300.425347069933,1277.699799200425,1291.403421006877,7866192
2022-05-19,1255.315673828125,1264.4351101030582,1246.7814197359885,1254.4865367536602,10268753
2022-05-20,1288.3797607421875,1291.5496266547434,1260.4849645237891,1270.872395095489,6959675
2022-05-23,1271.8477783203125,1297.1578916220533,1267.068571905634,1281.601212203137,9743160
2022-05-24,1286.4290771484375,1292.3299521010863,1264.9228274950365,1267.9463680991792,6435398
2022-05-25,1296.036376953125,1303.00998711918,1290.5743585829491,1297.2067414264625,6443556
2022-05-26,1333.001708984375,1337.1957330140767,1306.9600891603668,1309.0571011752174,13496214
2022-05-27,1357.726806640625,1360.3113713623588,1336.9519449170502,1337.9761030954342,12015859
2022-05-30,1366.9925537109375,1385.4752630275248,1363.9688940025926,1375.477993442145,6312337
2022-05-31,1354.703125,1370.1624126498975,1345.9738494700166,1361.4818328520912,6742694
2022-06-01,1360.457763671875,1365.919663084435,1345.1449193983722,1345.9739375043048,6045948
2022-06-02,1350.9481201171875,1353.776639790516,1344.6083880144222,1353.045132240197,5737510
2022-06-03,1346.2664794921875,1366.2122034623642,1342.365106075197,1363.822659868645,3478622
2022-06-06,1344.4619140625,1352.801146838428,1327.1008748904678,1342.365021231775,3086633
2022-06-07,1329.0029296875,1340.4145192185647,1320.7125105588148,1328.417747443453,5126983
2022-06-08,1333.6845703125,1346.9492165548197,1323.5409752823246,1339.4391201040828,2993294
2022-06-09,1343.73046875,1347.9733075174463,1323.6872345961733,1328.6614618064425,3655908
2022-06-10,1317.7864990234375,1334.221012188456,1310.4714232176004,1326.564589990442,4577715
2022-06-13,1293.8905029296875,1297.206694230793,1276.0417905280578,1290.9644727923248,5446286
2022-06-14,1279.6505126953125,1293.305319995415,1272.8231090452614,1278.9190051613784,5935178
2022-06-15,1275.212646484375,1283.356858904197,1266.3858603875335,1269.5557263524674,5905235
2022-06-16,1249.70751953125,1287.9897471690804,1246.4888387553458,1277.699826893195,6084596
2022-06-17,1257.9490966796875,1266.971022746202,1240.2465909100545,1243.5627821411913,7361961
2022-06-20,1289.55029296875,1292.329997831236,1262.2406779202408,1272.5304792968775,7968420
2022-06-21,1303.59521484375,1320.61490884388,1291.4034228492533,1303.936561207502,6610342
2022-06-22,1297.4505615234375,1303.9853146977498,1290.5743429097795,1299.4012483289605,4079849
2022-06-23,1302.229736328125,1314.762874936606,1285.9902452551298,1297.694365803527,7686122
2022-06-24,1320.419921875,1328.0763436330556,1305.54593525783,1305.54593525783,4006716
2022-06-27,1322.8094482421875,1342.0724798387096,1318.6642389112903,1336.2204196068549,4902082
2022-06-28,1312.7147216796875,1317.688949267492,1305.3996460916,1310.861545385277,4885287
2022-06-29,1310.812744140625,1317.4451270332413,1298.4259303076087,1298.4259303076087,4997023
2022-06-30,1314.762939453125,1320.6150000144892,1303.058818330397,1303.058818330397,6237911
2022-07-01,1320.37109375,1326.4669898430286,1297.2555033894237,1310.812681051943,5736226
2022-07-04,1322.224365234375,1326.6621064735357,1309.154739257223,1320.3223740800383,4243740
2022-07-05,1319.2493896484375,1345.3398242263388,1315.0554846852797,1330.368327635786,7162859
2022-07-06,1337.4395751953125,1339.5365872201098,1313.8850093661056,1314.7628421974705,7524539
2022-07-07,1361.3843994140625,1363.5301073235712,1340.560722054552,1345.973925684212,8871571
2022-07-08,1362.6522216796875,1375.2341751795952,1360.3601885331493,1375.2341751795952,6237015
2022-07-11,1371.4791259765625,1375.136663673904,1358.8971724856133,1359.6286800250816,3731416
2022-07-12,1357.48291015625,1370.6012304736184,1355.1420623248457,1370.6012304736184,4938487
2022-07-13,1324.3699951171875,1359.823703446404,1320.8587827337187,1355.727308842436,7972805
2022-07-14,1317.7376708984375,1338.8050632905731,1315.9820052572318,1328.4176328777835,5186205
2022-07-15,1328.4664306640625,1331.2461353433346,1313.5924448769342,1319.63952590063,6797823
2022-07-18,1314.3240966796875,1332.4166460069932,1308.95970777404,1314.762953602322,10166110
2022-07-19,1314.8116455078125,1325.052750643214,1304.0340539077984,1304.0340539077984,7896269
2022-07-20,1331.3924560546875,1337.293211746356,1321.834043826554,1326.3694141088872,10173931
2022-07-21,1327.198486328125,1335.7327407873358,1324.6138025940986,1327.0034652789593,6320139
2022-07-22,1358.1656494140625,1362.5546946006789,1328.8078376445671,1332.319049981766,6364796
2022-07-25,1362.1644287109375,1369.9671751094654,1349.1924342596617,1360.603903243324,5071563
2022-07-26,1359.3848876953125,1367.4314708870515,1352.118626861508,1361.5794103839685,4263982
2022-07-27,1369.7723388671875,1371.3328645453284,1350.119144912426,1354.6545156805214,4606389
2022-07-28,1381.915283203125,1388.8890123793435,1376.2095480809369,1380.1597365057842,8710203
2022-07-29,1398.83740234375,1403.1289369492192,1380.4035080478538,1402.5437547440345,10009868
2022-08-01,1410.4927978515625,1412.7360161018923,1394.7897938573872,1403.5190691441387,6596518
2022-08-02,1394.98486328125,1408.9810169123202,1387.9624385994605,1406.4451479472557,7518255
2022-08-03,1398.252197265625,1400.3492092719964,1382.061521531199,1389.8154535091105,5487749
2022-08-04,1396.59423828125,1411.0292491650605,1378.1114094148445,1404.494496009207,6006103
2022-08-05,1391.86376953125,1401.5195734082608,1386.109219977766,1397.667014815754,4634491
2022-08-08,1426.000732421875,1428.3902759045293,1391.9124123390538,1392.7902451291689,7678868
2022-08-10,1430.14599609375,1435.217733869578,1413.321323372547,1425.3179750939942,8676551
2022-08-11,1449.067626953125,1454.2369945445078,1438.1926434025952,1449.8479492893432,9150883
2022-08-12,1448.53125,1452.5789488541304,1439.558019434384,1448.3849246803622,4425185
2022-08-16,1465.112060546875,1471.3054671067584,1451.3597429030822,1457.9433106213255,6281878
2022-08-17,1472.6710205078125,1475.4507253801223,1449.1164536331298,1463.0150970551538,6192175
2022-08-18,1474.426513671875,1476.5723405059543,1462.673697588399,1463.0150439532274,4171069
2022-08-19,1456.2364501953125,1474.719159229457,1453.2616053253248,1472.7684725108998,4031851
2022-08-22,1434.09619140625,1451.6523731819702,1431.5115074993955,1448.189975434712,4117033
2022-08-23,1429.658447265625,1439.558087831379,1414.6381346320818,1417.4666543910732,7483442
2022-08-24,1436.5345458984375,1439.119229797937,1423.2210842776387,1425.8545829727896,6727760
2022-08-25,1428.7318115234375,1450.1406714265402,1421.0753893462618,1443.4107778913908,5911520
2022-08-26,1428.9755859375,1445.2638920900615,1425.1717228802868,1435.7542939772648,3853088
2022-08-29,1403.9093017578125,1410.3465443306295,1393.375545503768,1401.56845380575,4326589
2022-08-30,1449.457763671875,1453.2128118480814,1407.5179986077403,1410.7853750971544,5067700
2022-09-01,1435.851806640625,1452.7251759834285,1423.0260171496286,1428.6342416860305,11201568
2022-09-02,1448.8726806640625,1453.7493978658938,1429.0731612004363,1435.8518695472687,6019043
2022-09-05,1458.187255859375,1462.0398148185948,1447.5071737678088,1449.4578606454852,6065966
2022-09-06,1452.627685546875,1469.501174183527,1449.7991658425176,1461.9422627473084,6119348
2022-09-07,1445.7515869140625,1453.261683560622,1435.0228093844205,1435.0228093844205,4888103
2022-09-08,1460.6741943359375,1463.0150422155762,1445.6051870253043,1453.3591191248595,5582345
2022-09-09,1461.6495361328125,1471.7931308934094,1457.2117952791236,1459.3086882556795,7564444
2022-09-12,1456.72412109375,1466.9164115685596,1453.26160454598,1463.0150381335368,5540246
2022-09-13,1475.7921142578125,1478.5231234751536,1461.6009388439782,1461.9422852310267,6500983
2022-09-14,1490.958740234375,1500.9560102722046,1455.5537265249927,1457.2118817724304,10109880
2022-09-15,1483.20458984375,1502.9552927494683,1474.719150293629,1492.275330654267,6769686
2022-09-16,1455.94384765625,1477.3525874754068,1446.43424958916,1466.0386279461432,10280023
2022-09-19,1465.5509033203125,1476.6698413938925,1443.5081672806875,1452.2862574871242,6038019
2022-09-20,1483.20458984375,1486.4232705340542,1472.6709530636476,1476.6698370003662,5390834
2022-09-21,1480.91259765625,1483.984953116268,1467.8917873414289,1470.8178174823086,4536152
2022-09-22,1449.3602294921875,1472.9147953919232,1446.190363579772,1464.965723214849,6024072
2022-09-23,1410.4927978515625,1438.6314294562924,1401.56838246013,1436.0467457878876,7903126
2022-09-26,1391.4736328125,1401.0319263348306,1383.0368889093863,1390.2056388162514,4461743
2022-09-27,1378.9892578125,1404.4945118219166,1372.308179259331,1397.081925710507,6319850
2022-09-28,1355.288330078125,1375.819235105923,1351.728303221193,1371.3326797382176,5908066
2022-09-29,1348.265869140625,1367.626411013858,1344.803471650815,1361.8719804414054,7205194
2022-09-30,1386.3043212890625,1396.1552658419178,1331.343744371956,1344.8035309502357,7890878
2022-10-03,1378.355224609375,1382.8905951635345,1366.5535934582467,1375.1853586068569,5770556
2022-10-04,1417.1739501953125,1422.0506671608848,1390.9860039022838,1394.2533804571226,5769263
2022-10-06,1401.5684814453125,1426.537248951937,1398.8374722706376,1423.95256510099,6274599
2022-10-07,1395.5213623046875,1399.568942102385,1385.3289524993722,1394.9848758189707,6648997
2022-10-10,1380.11083984375,1390.8396166905918,1363.7250239443863,1373.2834363957595,6554651
2022-10-11,1366.11474609375,1382.0615867440872,1364.9442625868292,1366.55360299605,7260810
2022-10-12,1375.0391845703125,1379.9645973456734,1362.8473919672294,1368.601822827505,4612525
2022-10-13,1359.238525390625,1371.5766430943777,1349.8752526525286,1367.480248477858,7357117
2022-10-14,1403.51904296875,1411.3217895592643,1380.3546390281608,1382.061489844836,6424960
2022-10-17,1410.883056640625,1421.6605298793472,1391.8150453606531,1399.6177926366763,9205250
2022-10-18,1408.24951171875,1426.8298506833562,1404.4944635276624,1422.0994591148192,5280554
2022-10-19,1422.6846923828125,1440.9723813662567,1417.564139467448,1427.902755827327,6483520
2022-10-20,1413.0775146484375,1417.0763986323122,1406.9328038255662,1408.3958188728718,3949039
2022-10-21,1403.12890625,1421.7092445162573,1398.6423506944543,1416.1985308286942,5246303
2022-10-24,1425.0255126953125,1426.9273846884455,1418.441944789197,1418.441944789197,1083897
2022-10-25,1415.125732421875,1431.609059339287,1409.3711826736048,1425.074187263618,6886697
2022-10-27,1418.5394287109375,1431.17007779566,1415.467073266946,1428.390372988419,7968638
2022-10-28,1422.7332763671875,1430.8286736788548,1411.711968108463,1414.2478369695566,5237139
2022-10-31,1459.79638671875,1461.0643807347642,1431.07257185119,1435.7054528982462,6415264
2022-11-01,1475.9383544921875,1491.300012568019,1461.9422009463017,1466.4287566357204,9536878
2022-11-02,1476.8648681640625,1490.5684899969574,1474.3289992400253,1479.595877196391,6360203
2022-11-03,1470.37890625,1482.7657190978027,1460.0889863439638,1460.7716790607528,5166176
2022-11-04,1460.2353515625,1478.7180608169615,1452.871461487979,1466.136107520193,5409030
2022-11-07,1471.59814453125,1474.7191957340117,1455.3098385918202,1472.7685089671677,4917917
2022-11-09,1471.1591796875,1480.522452426999,1466.9164597496538,1477.6940518420831,4634895
2022-11-10,1487.15478515625,1489.3493077118176,1458.1871350469462,1460.1865174946267,6387091
2022-11-11,1571.4244384765625,1596.637039881908,1500.0780496874618,1506.9054530345438,28361169
2022-11-14,1575.2283935546875,1587.859042862358,1558.59874108971,1572.2535485836124,9597695
2022-11-15,1579.0809326171875,1583.1286314573,1565.6699611388144,1583.1286314573,5515101
2022-11-16,1592.6383056640625,1601.5139070371304,1572.2536042289005,1578.7396618301532,6789075
2022-11-17,1578.251953125,1591.321578551774,1574.1067436576575,1578.2031383306062,6050465
2022-11-18,1574.1068115234375,1582.9824130711363,1565.6700669023055,1581.031726178874,5229616
2022-11-21,1557.9647216796875,1572.2535259853832,1550.990992712013,1568.010806101425,4172408
2022-11-22,1555.672607421875,1564.7920437222551,1551.7712341117262,1560.5493240595613,4273157
2022-11-23,1559.7203369140625,1565.4260716809931,1554.6972948657342,1565.4260716809931,5092869
2022-11-24,1585.079345703125,1591.760424161561,1559.7204173770217,1566.352681041411,8598980
2022-11-25,1577.7642822265625,1591.467785624589,1574.3017655161234,1589.5170988154343,4205248
2022-11-28,1560.793212890625,1567.8156374631646,1554.746131678742,1563.3778966084585,8052990
2022-11-29,1558.452392578125,1572.5948715577902,1553.5756756885853,1557.8672103634744,6319118
2022-11-30,1568.791015625,1573.1313651124867,1557.720892048069,1557.720892048069,7592403
2022-12-01,1579.568603515625,1596.6371126613633,1575.1795583067208,1582.0069619650162,10223183
2022-12-02,1567.474365234375,1578.690814412419,1565.5724932153314,1570.302884926151,3905539
2022-12-05,1573.1800537109375,1574.7893940965168,1556.8430521316182,1570.254023577328,5796311
2022-12-06,1571.4244384765625,1573.9114925452916,1560.549336475903,1561.5246798112005,6176546
2022-12-07,1570.74169921875,1578.6907715804855,1564.8896389368056,1574.350541162232,5837360
2022-12-08,1579.568603515625,1585.908335484042,1565.426124509156,1570.3028414079383,7401817
2022-12-09,1590.8338623046875,1594.540095700131,1580.0562703671922,1585.9083306278114,5981692
2022-12-12,1603.2205810546875,1612.827688937432,1581.4216816810329,1584.9328938183223,7217404
2022-12-13,1607.658447265625,1616.1438865533366,1604.4397666748575,1609.3164832908906,8515851
2022-12-14,1621.2645263671875,1624.4343923384274,1609.3165700140528,1612.2426001413512,7113820
2022-12-15,1591.5653076171875,1628.238193337964,1586.932426758647,1616.1927269178514,9091324
2022-12-16,1599.2218017578125,1604.5373755710064,1569.3275032565855,1580.10509526299,7323979
2022-12-19,1604.196044921875,1606.0492211798437,1586.1033773655986,1603.464537377451,4802271
2022-12-20,1593.1259765625,1596.052006841826,1580.2513718971793,1580.2513718971793,3587349
2022-12-21,1577.71533203125,1604.2447417952603,1566.9378597718874,1600.538389551759,4634599
2022-12-22,1572.3023681640625,1587.3713759986624,1569.3275231839311,1582.2020083789016,4873548
2022-12-23,1558.25732421875,1564.5970559826803,1546.3580639332467,1547.869893747294,5346576
2022-12-26,1589.2733154296875,1598.587892875085,1550.7960644730842,1560.061827122452,4953661
2022-12-27,1590.882568359375,1595.612959955307,1573.7165486289412,1592.735744599356,3963386
2022-12-28,1589.61474609375,1592.7357973989392,1583.0798737740763,1583.0798737740763,4345935
2022-12-29,1600.8311767578125,1602.9768846226218,1571.2782239896828,1580.1538251548109,5506448
2022-12-30,1588.00537109375,1604.4398834740798,1580.0562986188506,1604.4398834740798,3561320
2023-01-02,1588.5416259765625,1599.3192173431737,1578.6419864751044,1586.8835899480675,2190689
2023-01-03,1598.92919921875,1602.489226485911,1582.202035884906,1582.202035884906,4189015
2023-01-04,1570.3515625,1605.171271455465,1567.37671774506,1594.6863307487074,5175800
2023-01-05,1560.2568359375,1578.1544831102158,1550.2108700538604,1575.179638027212,5470718
2023-01-06,1555.0875244140625,1569.425024619056,1539.2868900639858,1562.5001103639945,4546231
2023-01-09,1558.1109619140625,1571.814583256491,1550.795886975499,1556.6479469263495,5364670
2023-01-10,1529.631103515625,1560.54944170522,1526.4124226679185,1560.54944170522,8185883
2023-01-11,1551.673828125,1558.5987424049424,1521.535693461646,1529.2896258137516,7597899
2023-01-12,1559.9642333984375,1564.3532786298608,1545.0902467808362,1548.6502739473071,4625035
2023-01-13,1561.1834716796875,1570.2053983299702,1546.8946667403875,1559.330295366453,4622273
2023-01-16,1546.2119140625,1581.3242758815747,1541.335197143184,1575.179564939048,7374047
2023-01-17,1569.22998046875,1571.278177744964,1538.6041746695723,1550.6009458109938,5393177
2023-01-18,1596.9296875,1601.1235923976033,1560.2566829134912,1565.4260502050213,9545321
2023-01-19,1603.56201171875,1609.3165614171237,1592.7357241176744,1596.6370975998975,5586081
2023-01-20,1619.9964599609375,1627.8480214091762,1602.8792559174497,1603.56194862579,9421702
2023-01-23,1631.846923828125,1641.1126855892762,1620.4354543359466,1625.1658457387566,7722200
2023-01-24,1653.6947021484375,1660.42459528806,1633.700162842013,1633.7489776352415,12491970
2023-01-25,1607.9998779296875,1651.2075179769884,1604.7325014377184,1649.6958071830325,7352071
2023-01-27,1575.9598388671875,1596.6370703458297,1550.7471179203162,1591.7603535762944,17589974
2023-01-30,1574.3505859375,1585.225688749501,1542.9932715561697,1555.6727358609926,9256411
2023-01-31,1563.9630126953125,1582.689556804055,1555.6725944802142,1579.763526845785,9298122
2023-02-01,1587.420166015625,1623.9467279787052,1566.4014685488291,1583.9576493918423,8651395
2023-02-02,1563.8167724609375,1584.445308601079,1549.576783034758,1568.449653480239,8748553
2023-02-03,1617.8995361328125,1619.557572141654,1567.3767048669906,1571.2780781211711,7205550
2023-02-06,1611.0234375,1628.238272071516,1605.6102340846048,1619.070020432874,5583836
2023-02-07,1613.4129638671875,1623.849209419633,1592.345570771886,1618.4848208552503,5132294
2023-02-08,1613.2178955078125,1627.0677234073323,1609.3165221208528,1613.4617313444976,4222413
2023-02-09,1609.85302734375,1620.6793148066174,1595.222876972181,1619.0699744536512,5888668
2023-02-10,1616.241455078125,1617.6069595917131,1601.7088152286983,1608.146176641261,4086058
2023-02-13,1617.460693359375,1620.7768847105192,1604.0010259606925,1614.193316802112,2868472
2023-02-14,1632.43212890625,1636.1384812868548,1617.0704710342573,1623.9466893249555,5454296
2023-02-15,1629.1160888671875,1636.6261852396292,1615.9001384956828,1636.6261852396292,5719356
2023-02-16,1623.2152099609375,1640.4300443218135,1620.0453439958644,1631.944485532874,4031250
2023-02-17,1615.0711669921875,1627.0191236948606,1602.4403984702203,1620.045394542022,4478135
2023-02-20,1599.904541015625,1628.2870104741653,1594.4914565188508,1619.070062860984,4043353
2023-02-21,1605.90283203125,1621.3620003768822,1593.7110401087534,1599.5631002315515,6194648
2023-02-22,1574.399169921875,1601.4649475745225,1569.376246975252,1598.5877323491482,5179551
2023-02-23,1563.71923828125,1578.9345708497503,1552.8441360304623,1573.2288360191212,13941005
2023-02-24,1549.7718505859375,1578.0081135028747,1546.1143128293763,1578.0081135028747,8530870
2023-02-27,1553.62451171875,1559.5740825932212,1538.409178627496,1546.797107980068,7156486
2023-02-28,1560.1593017578125,1565.718830655806,1549.5280347294683,1552.7467156209632,9496996
2023-03-01,1558.6475830078125,1573.228919354077,1556.4042455420142,1572.2535759446823,7068628
2023-03-02,1545.3828125,1566.3526957356148,1542.993268778736,1554.697389654428,8695907
2023-03-03,1576.057373046875,1580.0562570458228,1548.8452692523251,1556.6480162006997,7493117
2023-03-06,1587.1763916015625,1599.0267188808812,1578.1544649858242,1580.0563370265734,13502355
2023-03-08,1590.34619140625,1599.075467008488,1580.0562711520283,1580.0562711520283,10049887
2023-03-09,1590.492431640625,1605.3664184614922,1586.8837086918825,1589.7609240920576,10350083
2023-03-10,1549.479248046875,1573.9603424976417,1545.919220981417,1570.74166179507,13693500
2023-03-13,1529.8748779296875,1564.2557314366009,1526.3635465784785,1548.7477481703247,13221775
2023-03-14,1525.7784423828125,1544.5538030592927,1520.8530295896833,1531.5329923243223,16592806
2023-03-15,1503.8819580078125,1543.8710359648944,1498.7125905501484,1539.091829665247,18632377
2023-03-16,1513.6353759765625,1520.657800506241,1494.2748341977904,1501.053422888793,10876671
2023-03-17,1533.873779296875,1540.2622069534775,1502.0287943576527,1519.0973033844443,11475438
2023-03-20,1523.2425537109375,1529.4359604838048,1507.295712946004,1529.2896351618292,13251557
2023-03-21,1540.5059814453125,1543.4808262385525,1517.8292489271155,1533.1909064394426,16525247
2023-03-22,1536.9461669921875,1546.9434367748515,1526.7050613611657,1544.9439351941296,7088662
2023-03-23,1524.6080322265625,1551.1373246074108,1520.1214764789815,1529.0945879741437,14182089
2023-03-24,1522.169677734375,1535.092977586661,1516.6101490031465,1521.5356807219798,15738874
2023-03-27,1528.802001953125,1540.506123038281,1520.4628871162372,1523.6814489783692,15936003
2023-03-28,1541.237548828125,1543.8710473688377,1525.5345443508363,1527.0950699339603,19638151
2023-03-29,1548.6502685546875,1562.5000969458742,1542.8957187925428,1544.943916081314,19881806
2023-03-31,1569.864013671875,1573.180085976267,1553.1368505862456,1556.257901835252,17355614
2023-04-03,1570.8392333984375,1575.8621562536566,1563.231507869785,1567.913203435181,20012699
2023-04-05,1612.97412109375,1615.1686437074832,1576.1549083522298,1578.690777338227,21682696
2023-04-06,1625.263427734375,1628.043132572869,1606.4880675505783,1607.9023868968095,22318672
2023-04-10,1617.55810546875,1629.7987119408465,1613.2178752544344,1622.2398010985114,15906643
2023-04-11,1622.2886962890625,1628.2382671122448,1610.389435582226,1618.0946721186951,21180771
2023-04-12,1643.3560791015625,1646.57464080817,1626.6777311732271,1626.8727522243655,13477752
2023-04-13,1650.7198486328125,1655.2065234095546,1636.7725097961325,1646.6722688719028,17665043
2023-04-17,1625.5560302734375,1677.5905745738526,1612.5352202654376,1677.5905745738526,16202574
2023-04-18,1618.6798095703125,1635.8946436133049,1615.5587584557534,1628.8234042833324,14818613
2023-04-19,1624.62939453125,1629.116069256071,1616.29028020153,1623.9467018003263,12370584
2023-04-20,1630.6766357421875,1636.0897201143928,1625.3122471031447,1630.481495628121,16461358
2023-04-21,1633.31005859375,1635.6020918064094,1622.2399346479888,1627.848159283026,10064309
2023-04-24,1646.52587890625,1649.7444404835123,1632.8222573910748,1645.4042102561043,17837926
2023-04-25,1623.11767578125,1646.086940464834,1620.9231532220272,1646.086940464834,25176534
2023-04-26,1630.5791015625,1633.7001527375717,1614.1932852421976,1619.0700021160412,13696375
2023-04-27,1639.55224609375,1643.6974555202214,1624.775769855528,1629.3111404518793,23895196
2023-04-28,1645.9893798828125,1649.305571016879,1628.823361087042,1643.1608604137418,13958136
2023-05-02,1645.648193359375,1657.108478599839,1640.527640379593,1647.062393701029,16110592
2023-05-03,1651.4027099609375,1654.1824148530472,1638.235573993652,1643.4048226037833,14703635
2023-05-04,1685.1983642578125,1691.6843025813832,1645.501816674412,1645.501816674412,28427319
2023-05-05,1585.5670166015625,1619.996567067575,1582.1044999192102,1598.5878271349538,31385208
2023-05-08,1603.9033203125,1609.6578698753467,1589.809656564079,1594.6863733020054,18622262
2023-05-09,1603.9522705078125,1615.168719951923,1599.5144102774734,1609.2191488414903,21844469
2023-05-10,1611.36474609375,1613.8519192934234,1592.8332221979742,1603.9521603475334,23170275
2023-05-11,1612.437744140625,1646.3797438295492,1608.5851851367795,1624.0931698060378,17867309
2023-05-12,1626.677734375,1631.5544512677652,1603.7083501858867,1606.3905444769075,11239380
2023-05-15,1634.48046875,1639.3083708122738,1624.0442232439923,1630.7741163160028,9256130
2023-05-16,1625.1085205078125,1649.278469862677,1621.852928138655,1649.278469862677,16361043
2023-05-17,1616.3775634765625,1627.7720157571994,1603.454064285113,1627.7720157571994,15233434
2023-05-18,1622.83935546875,1631.6687372263443,1617.906713050912,1625.798940919453,24823471
2023-05-19,1624.7138671875,1627.7720815585924,1609.570678271503,1625.7990244900363,15230166
2023-05-22,1618.942626953125,1630.632965476394,1610.705017719587,1622.8393663189345,14167016
2023-05-23,1615.1444091796875,1627.3773866432705,1611.4449273112157,1626.7854936294834,11235037
2023-05-24,1594.0328369140625,1612.72750426959,1591.862401906212,1605.6245470686229,16794056
2023-05-25,1587.916259765625,1598.225554912682,1575.8312855626104,1593.9340595693045,14888465
2023-05-26,1594.0328369140625,1597.18968001986,1580.6653272463377,1597.18968001986,13317533
2023-05-29,1613.4674072265625,1618.893314129495,1602.9608543202603,1606.561707531921,10908146
2023-05-30,1614.7005615234375,1620.5211038997252,1606.6110757976446,1611.5929725879255,18562964
2023-05-31,1589.1494140625,1612.9247268860188,1583.032985517739,1607.9428302042268,21667135
2023-06-01,1582.3917236328125,1598.0775509634686,1578.4456096087906,1598.0775509634686,25183469
2023-06-02,1584.8580322265625,1593.0462669312783,1579.4321254869135,1590.7278286200276,8929855
2023-06-05,1582.786376953125,1594.7233479251129,1580.8625740892337,1592.750290890872,9348621
2023-06-06,1577.853759765625,1588.162934765138,1570.8000566695046,1585.9926201628762,16091426
2023-06-07,1586.0418701171875,1590.826629830194,1574.4995344821118,1581.849123863084,12474513
2023-06-08,1587.0283203125,1604.0953112159457,1581.651788257666,1581.651788257666,18697761
2023-06-09,1588.90283203125,1596.69643153137,1585.3513533956825,1594.1314814293405,9106289
2023-06-12,1579.23486328125,1594.0327907092008,1577.9029534720612,1590.8265730998114,6704146
